"","...1.x","Data Venda","User ID","Product ID","Product Name","Brand","Category","Price","Rating","Color","Size","Unique ID","...1.y","Motivo devolução"
"423",423,"8/16/2022",56,423,"Jeans","Adidas","Men's Fashion",55,2.45396432994173,"Black","M","ID480180180",NA,NA
"424",424,"9/19/2022",52,424,"Shoes","Adidas","Women's Fashion",41,2.27772354467433,"Yellow","M","ID481081081",NA,NA
"425",425,"1/18/2022",100,425,"Jeans","Nike","Men's Fashion",39,2.52260555687875,"Blue","XL","ID481981982",NA,NA
"426",426,"1/18/2022",11,426,"Jeans","Zara","Men's Fashion",78,2.93198961472764,"Black","L","ID482882882",NA,NA
"427",427,"1/12/2022",8,427,"T-shirt","Zara","Kids' Fashion",66,3.03795767051134,"Yellow","XL","ID483783783",NA,NA
"428",428,"12/16/2022",80,428,"T-shirt","Gucci","Kids' Fashion",31,2.03881587268942,"Green","M","ID484684684",231,"Não informado"
"429",429,"1/20/2022",57,429,"Shoes","Gucci","Women's Fashion",35,1.95310235622372,"Black","XL","ID485585585",NA,NA
"430",430,"1/11/2022",72,430,"T-shirt","Nike","Kids' Fashion",58,2.51044714730582,"Black","S","ID486486486",NA,NA
"431",431,"12/12/2022",46,431,"Jeans","H&M","Kids' Fashion",52,2.46551839217118,"Green","S","ID487387387",NA,NA
"432",432,"1/20/2022",7,432,"Jeans","H&M","Kids' Fashion",36,2.44003070850006,"Blue","L","ID488288288",308,"Produto com defeito"
"433",433,"10/17/2022",10,433,"Jeans","H&M","Men's Fashion",52,2.41720029092391,"Yellow","M","ID489189189",NA,NA
"434",434,"12/25/2022",44,434,"T-shirt","Zara","Kids' Fashion",48,2.4206229179688,"Yellow","M","ID490090090",175,"Não informado"
"435",435,"9/20/2022",46,435,"T-shirt","Adidas","Men's Fashion",43,2.53379569504461,"Blue","XL","ID490990991",NA,NA
"436",436,"11/21/2022",27,436,"T-shirt","Zara","Kids' Fashion",62,2.88279727913668,"Black","XL","ID491891891",NA,NA
"437",437,"5/9/2022",9,437,"Shoes","Gucci","Men's Fashion",78,3.14845424196051,"Green","XL","ID492792792",NA,NA
"438",438,"9/13/2022",89,438,NA,"Adidas","Kids' Fashion",42,2.15773847127528,"Yellow","XL","ID493693693",NA,NA
"439",439,"8/25/2022",71,439,"Jeans","Zara",NA,31,1.56208390077227,"White","XL","ID494594594",NA,NA
"440",440,"6/5/2022",49,440,"Dress","Zara","Women's Fashion",59,2.76238447960619,"White","L","ID495495495",NA,NA
"441",441,"8/20/2022",47,441,"Sweater","Adidas","Men's Fashion",67,3.25672879383775,"Black","XL","ID496396396",212,"Produto com defeito"
"442",442,"6/9/2022",88,442,"T-shirt","H&M","Men's Fashion",49,2.39389122899205,"Red","S","ID497297297",NA,NA
"443",443,"10/16/2022",37,443,"Sweater","Gucci","Men's Fashion",49,2.59817987918104,"White","L","ID498198198",NA,NA
"444",444,"10/15/2022",84,444,"Dress","Nike","Men's Fashion",74,2.54903619906114,"White","XL","ID499099099",136,"Arrependimento"
"445",445,"2/11/2022",38,445,"Sweater","H&M","Kids' Fashion",64,3.0456108790029,"Yellow","L","ID500000000",NA,NA
"446",446,NA,18,446,"Shoes","Adidas","Kids' Fashion",47,2.48496160024443,"Black","L","ID500900900",42,"Produto com defeito"
"447",447,"8/30/2022",84,447,"Shoes","H&M","Kids' Fashion",40,2.22038256445283,"Yellow","XL","ID501801801",NA,NA
"448",448,"11/26/2022",75,448,"Shoes","Gucci","Kids' Fashion",22,1.48790251260305,"Green","M","ID502702702",289,"Arrependimento"
"449",449,"1/10/2022",5,449,"Shoes","H&M","Men's Fashion",74,3.04324787220569,"Black","XL","ID503603603",NA,NA
"450",450,"11/26/2022",92,450,"Shoes","Nike","Kids' Fashion",58,2.68967813825649,"Black","XL","ID504504504",NA,NA
"451",451,"8/14/2022",42,451,"T-shirt","Adidas","Kids' Fashion",33,1.93502317829523,"Green","XL","ID505405405",NA,NA
"452",452,"11/22/2022",43,452,"Jeans","H&M","Kids' Fashion",83,3.38204915459195,"Green","XL","ID506306306",NA,NA
"453",453,"7/7/2022",30,453,"Shoes","Nike","Men's Fashion",65,2.97197290312663,"Red","S","ID507207207",NA,NA
"454",454,"12/28/2022",50,454,"Shoes","Zara","Kids' Fashion",50,2.46251908520776,"White","L","ID508108108",NA,NA
"455",455,"12/12/2022",58,455,"T-shirt","Gucci","Women's Fashion",40,2.24419489506222,"Blue","M","ID509009009",80,"Não informado"
"456",456,"7/4/2022",93,456,"Shoes","Gucci","Men's Fashion",40,2.28023637643875,"Blue","M","ID509909909",NA,NA
"457",457,"11/14/2022",70,457,"Jeans","Gucci","Women's Fashion",72,3.21003725577051,"Green","M","ID510810810",145,"Produto com defeito"
"458",458,"12/31/2022",20,458,"T-shirt","Gucci","Kids' Fashion",57,2.45235960547007,"Black","L","ID511711711",52,"Arrependimento"
"459",459,"1/12/2022",52,459,"Dress","Adidas","Kids' Fashion",54,2.66208651946179,"Black","S","ID512612612",329,"Arrependimento"
"460",460,"8/30/2022",39,460,"Jeans","H&M","Kids' Fashion",52,2.73473672588354,"Black","L","ID513513513",NA,NA
"461",461,"9/13/2022",43,461,"Shoes","Zara","Kids' Fashion",42,2.04660708019821,"Red","M","ID514414414",12,"Arrependimento"
"462",462,"1/21/2022",65,462,"Dress","Zara","Women's Fashion",40,2.19243560513826,"Yellow","M","ID515315315",258,"Arrependimento"
"463",463,"8/25/2022",24,463,"Dress","Adidas","Men's Fashion",66,2.96838436478517,"Blue","M","ID516216216",NA,NA
"464",464,"8/14/2022",53,464,"Shoes","Zara","Men's Fashion",19,1.75926683134467,"Green","L","ID517117117",94,"Não informado"
"465",465,"11/27/2022",1,465,"T-shirt","Gucci","Women's Fashion",18,1.59214768439722,"White","M","ID518018018",59,"Arrependimento"
"466",466,"1/9/2022",30,466,"Sweater","H&M","Men's Fashion",58,2.96008276618983,"Black","L","ID518918918",23,"Produto com defeito"
"467",467,"7/22/2022",13,467,"Jeans","Adidas","Women's Fashion",43,2.17992441974261,"Red","L","ID519819819",198,"Não informado"
"468",468,"12/11/2022",40,468,"Dress","Zara","Women's Fashion",39,2.04017601883187,"White","S","ID520720720",86,"Arrependimento"
"469",469,"12/28/2022",83,469,"Dress","Nike","Women's Fashion",46,2.52333263272052,"Yellow","XL","ID521621621",NA,NA
"470",470,"12/10/2022",76,470,"T-shirt","Adidas","Kids' Fashion",62,3.02110340730859,"Blue","S","ID522522522",NA,NA
"471",471,"1/23/2022",38,471,"T-shirt","Nike","Women's Fashion",49,2.54241590552659,"Black","M","ID523423423",324,"Arrependimento"
"472",472,"1/19/2022",11,472,"Jeans","Adidas","Women's Fashion",28,2.01619212061486,"Green","L","ID524324324",NA,NA
"473",473,"12/28/2022",98,473,"Dress","Nike","Women's Fashion",45,2.25803678184317,"Red","S","ID525225225",171,"Arrependimento"
"474",474,"9/30/2022",79,474,"Dress","H&M","Kids' Fashion",55,2.69285426756345,"Yellow","L","ID526126126",95,"Produto com defeito"
"475",475,"11/12/2022",73,475,"Sweater","H&M","Men's Fashion",50,2.36111629930788,"Yellow","S","ID527027027",NA,NA
"476",476,"11/14/2022",14,476,"Shoes","H&M","Women's Fashion",24,2.08461243778387,"White","XL","ID527927927",NA,NA
"477",477,"9/8/2022",100,477,"Sweater","Nike","Men's Fashion",40,1.97510088763016,"Black","S","ID528828828",135,"Arrependimento"
"478",478,"1/23/2022",77,478,"T-shirt","H&M","Women's Fashion",38,2.13120969247842,"Green","L","ID529729729",90,"Não informado"
"479",479,"8/15/2022",1,479,"Sweater","Nike","Men's Fashion",83,3.4075868588138,"Green","XL","ID530630630",57,"Não informado"
"480",480,"10/26/2022",9,480,"Dress","Nike","Men's Fashion",36,2.04304236645963,"Blue","XL","ID531531531",196,"Produto com defeito"
"481",481,"12/16/2022",52,481,"Jeans","Zara","Women's Fashion",55,2.70924563049573,"Blue","XL","ID532432432",165,"Arrependimento"
"482",482,"11/19/2022",85,482,"Dress","Gucci","Women's Fashion",69,3.19392048500581,"Yellow","M","ID533333333",NA,NA
"483",483,"9/27/2022",86,483,"T-shirt","Zara","Women's Fashion",31,1.82288515452804,"Black","XL","ID534234234",NA,NA
"484",484,"5/9/2022",92,484,"Sweater","Gucci","Men's Fashion",41,2.34593850130594,"Red","XL","ID535135135",285,"Produto com defeito"
"485",485,"5/12/2022",54,485,"Dress","H&M","Women's Fashion",56,2.61949181864034,"Black","S","ID536036036",NA,NA
"486",486,"7/11/2022",69,486,"Jeans","Adidas","Women's Fashion",47,2.21353133806322,"Yellow","L","ID536936936",61,"Produto com defeito"
"487",487,"9/25/2022",21,487,"T-shirt","Adidas","Women's Fashion",53,2.54548544710981,"Blue","XL","ID537837837",NA,NA
"488",488,"9/26/2022",30,488,"Sweater","H&M","Men's Fashion",43,2.65563194939406,"Yellow","XL","ID538738738",55,"Arrependimento"
"489",489,"12/13/2022",45,489,"Dress","Adidas","Men's Fashion",59,3.36305961340709,"Black","M","ID539639639",NA,NA
"490",490,"2/20/2022",12,490,"T-shirt","Nike","Men's Fashion",73,3.18996912560392,"Green","L","ID540540540",247,"Produto com defeito"
"491",491,"9/26/2022",55,491,"Dress","Zara","Kids' Fashion",47,2.28848866237611,"Black","M","ID541441441",NA,NA
"492",492,"10/27/2022",30,492,"Sweater","Zara","Kids' Fashion",46,1.95445072051335,"Blue","M","ID542342342",99,"Arrependimento"
"493",493,"8/24/2022",57,493,"Shoes","H&M","Kids' Fashion",30,1.97268270192713,"White","XL","ID543243243",NA,NA
"494",494,"10/16/2022",54,494,"Sweater","Zara","Kids' Fashion",60,2.5686089873777,"Green","M","ID544144144",NA,NA
"495",495,"7/12/2022",14,495,"Jeans","Nike","Women's Fashion",62,3.08900604708431,"Blue","S","ID545045045",41,"Arrependimento"
"496",496,"11/28/2022",92,496,"T-shirt","Adidas","Kids' Fashion",69,2.95096616148014,"Green","L","ID545945945",180,"Arrependimento"
"497",497,"8/14/2022",NA,497,"Jeans","Gucci","Women's Fashion",51,2.63253427966744,"Yellow","M","ID546846846",NA,NA
"498",498,"11/20/2022",50,498,"Dress","Zara","Men's Fashion",61,2.56205157740914,"Yellow","XL","ID547747747",NA,NA
"499",499,"4/4/2022",60,499,"Dress","Adidas","Kids' Fashion",17,1.92967547296211,"White","L","ID548648648",NA,NA
"500",500,"11/10/2022",36,500,"Shoes","Zara","Women's Fashion",58,2.9437016282488,"Red","M","ID549549549",174,"Não informado"
"501",501,"1/6/2022",20,501,"Sweater","Adidas","Kids' Fashion",72,3.29936501041894,"Green","S","ID550450450",NA,NA
"502",502,"7/23/2022",61,502,"Dress","Zara","Kids' Fashion",26,1.52723655036677,"Blue","M","ID551351351",NA,NA
"503",503,"1/15/2022",84,503,"Sweater","Adidas","Kids' Fashion",58,2.82038511963278,"White","XL","ID552252252",NA,NA
"504",504,"2/20/2022",70,504,"Sweater","Zara","Men's Fashion",63,2.56562828125323,"Black","XL","ID553153153",275,"Arrependimento"
"505",505,"3/9/2022",24,505,"Dress","Zara","Women's Fashion",78,3.53916242268185,"Black","S","ID554054054",182,"Arrependimento"
"506",506,"1/5/2022",47,506,"Shoes","Nike","Women's Fashion",38,1.84824679869974,"Blue","M","ID554954954",NA,NA
"507",507,NA,37,507,"T-shirt","Zara",NA,42,2.43343828034935,"White","XL","ID555855855",NA,NA
"508",508,"2/10/2022",72,508,"Dress","Gucci","Men's Fashion",53,2.63129031069079,"Blue","M","ID556756756",NA,NA
"509",509,"8/15/2022",95,509,"Dress","Gucci","Men's Fashion",25,1.95989521254087,"Blue","L","ID557657657",241,"Arrependimento"
"510",510,"9/28/2022",9,510,"Shoes","Nike","Men's Fashion",44,2.32896166777005,"Green","L","ID558558558",NA,NA
"511",511,"1/23/2022",52,511,"Jeans","H&M","Kids' Fashion",46,2.28880958984034,"Black","S","ID559459459",NA,NA
"512",512,"12/13/2022",71,512,"Shoes","Nike","Men's Fashion",62,2.74771743709623,"Blue","S","ID560360360",332,"Produto com defeito"
"513",513,"9/15/2022",7,513,"Jeans","Zara","Men's Fashion",41,2.22525803071605,"Green","M","ID561261261",NA,NA
"514",514,"10/8/2022",27,514,"Dress","Adidas","Kids' Fashion",35,2.2303288193724,"White",NA,"ID562162162",NA,NA
"515",515,"1/10/2022",1,515,"Dress","Nike","Kids' Fashion",56,2.67445288239599,"White","S","ID563063063",NA,NA
"516",516,"1/2/2022",51,516,"Shoes","Gucci","Women's Fashion",43,2.4822442187124,"Red","S","ID563963963",147,"Produto com defeito"
"517",517,"12/30/2022",29,517,"T-shirt","Gucci","Men's Fashion",75,3.17130529767313,"Blue","M","ID564864864",NA,NA
"518",518,"11/28/2022",87,518,"Sweater","Gucci","Men's Fashion",44,2.37947985785179,"Yellow","S","ID565765765",NA,NA
"519",519,"8/31/2022",28,519,"Sweater","Adidas","Women's Fashion",27,1.82251283970052,"Blue","XL","ID566666666",NA,NA
"520",520,"10/28/2022",8,520,"Dress","Zara","Men's Fashion",NA,2.0328242395177,"Red","L","ID567567567",NA,NA
"521",521,"5/12/2022",90,521,"T-shirt","Adidas","Men's Fashion",22,2.08252106948237,"White","M","ID568468468",NA,NA
"522",522,"7/8/2022",24,522,"Sweater","Adidas","Men's Fashion",50,2.22031528691305,"Yellow","S","ID569369369",NA,NA
"523",523,"8/27/2022",82,523,"Sweater","Gucci","Women's Fashion",40,2.40173362103866,"Black","S","ID570270270",66,"Produto com defeito"
"524",524,"3/28/2022",51,524,"T-shirt","Nike","Kids' Fashion",56,2.78646503778307,"Black",NA,"ID571171171",234,"Não informado"
"525",525,"10/21/2022",72,525,"T-shirt","Adidas","Kids' Fashion",41,2.22399905414197,"Blue","M","ID572072072",NA,NA
"526",526,"9/15/2022",36,526,"Jeans",NA,"Women's Fashion",28,1.80710090960095,"Red","L","ID572972972",NA,NA
"527",527,"9/26/2022",12,527,"T-shirt","Nike","Kids' Fashion",72,2.862767577729,"Yellow","M","ID573873873",NA,NA
"528",528,"11/14/2022",98,528,"Shoes","Zara","Men's Fashion",65,2.791945944785,"Black","M","ID574774774",NA,NA
"529",529,"9/26/2022",77,529,"Shoes","Gucci","Women's Fashion",22,NA,"White","L","ID575675675",249,"Produto com defeito"
"530",530,"12/31/2022",7,530,"Shoes","Adidas","Kids' Fashion",NA,3.12964955439267,"Black","M","ID576576576",NA,NA
"531",531,"9/16/2022",50,531,"Dress","H&M","Women's Fashion",45,2.2057227617174,"Green","L","ID577477477",NA,NA
"532",532,"5/9/2022",32,532,"Shoes","Zara","Men's Fashion",58,2.5561791976355,"Blue","L","ID578378378",272,"Não informado"
"533",533,"1/11/2022",12,533,"Shoes","Nike","Kids' Fashion",10,1.67554560551305,"Green","S","ID579279279",NA,NA
"534",534,"10/22/2022",40,534,"Dress","Adidas","Kids' Fashion",59,2.74456501666325,"Yellow","M","ID580180180",NA,NA
"535",535,"1/15/2022",24,535,"Jeans","Nike","Women's Fashion",27,1.87777823865365,"Red","L","ID581081081",63,"Arrependimento"
"536",536,"12/29/2022",82,536,"Dress","H&M","Kids' Fashion",56,2.57077787891307,"Yellow","S","ID581981981",NA,NA
"537",537,"1/16/2022",41,537,"Jeans",NA,"Men's Fashion",85,3.54173542903263,"Red","M","ID582882882",341,"Não informado"
"538",538,"10/27/2022",11,538,"Dress","Nike","Men's Fashion",87,3.60863004297579,"Blue","M","ID583783783",335,"Não informado"
"539",539,"5/12/2022",26,539,"T-shirt","Nike","Kids' Fashion",59,2.51133815271047,"Blue","L","ID584684684",NA,NA
"540",540,"5/12/2022",26,540,"Jeans","H&M","Kids' Fashion",59,3.01700777667692,"Yellow","M","ID585585585",47,"Não informado"
"541",541,"9/18/2022",48,541,"Jeans","Nike","Women's Fashion",45,2.46726117693493,"Green","S","ID586486486",287,"Produto com defeito"
"542",542,"11/30/2022",35,542,"Dress","Adidas","Men's Fashion",40,2.24496670305786,"Red",NA,"ID587387387",NA,NA
"543",543,"11/11/2022",15,543,"Jeans","Gucci","Men's Fashion",37,1.94931748521982,"Yellow","M","ID588288288",NA,NA
"544",544,"8/30/2022",54,544,"T-shirt","Nike","Women's Fashion",29,1.70506107482791,"Red","L","ID589189189",NA,NA
"545",545,"3/12/2022",68,545,"Shoes","Zara","Men's Fashion",64,2.85230778424718,NA,"XL","ID590090090",253,"Arrependimento"
"546",546,"10/11/2022",6,546,"Shoes","Zara","Women's Fashion",46,2.32330738206534,"Red","L","ID590990990",92,"Arrependimento"
"547",547,"1/20/2022",6,547,"Sweater","H&M","Kids' Fashion",63,2.78682942085065,"Yellow","XL","ID591891891",NA,NA
"548",548,"9/24/2022",79,548,"Sweater","Zara","Kids' Fashion",78,3.39548919866912,"Red","M","ID592792792",123,"Arrependimento"
"549",549,"5/10/2022",11,549,"Dress","Zara","Women's Fashion",53,2.47853129678049,"Blue","XL","ID593693693",NA,NA
"550",550,"1/18/2022",57,550,"T-shirt","Nike","Men's Fashion",54,2.8417978218383,"Yellow","L","ID594594594",NA,NA
"551",551,"11/20/2022",49,551,"Jeans","H&M","Women's Fashion",47,2.36837864211584,"Blue","M","ID595495495",NA,NA
"552",552,"11/11/2022",2,552,"Sweater","Adidas","Kids' Fashion",70,3.15265463528831,"Blue","M","ID596396396",NA,NA
"553",553,"12/18/2022",10,553,"Shoes","Adidas","Men's Fashion",39,1.85730580298142,"Green","XL","ID597297297",58,"Arrependimento"
"554",554,"1/22/2022",11,554,"Sweater","Adidas","Men's Fashion",65,2.92384257468325,"Blue","L","ID598198198",NA,NA
"555",555,"10/31/2022",21,555,"T-shirt","Adidas","Women's Fashion",47,2.15080712605893,"Blue","L","ID599099099",NA,NA
"556",556,"12/26/2022",26,556,"T-shirt","H&M","Women's Fashion",73,3.02058295779391,"Red","L","ID599999999",NA,NA
"557",557,"1/2/2022",45,557,"Shoes","Adidas","Women's Fashion",22,1.85533374613438,"Black","M","ID600900900",126,"Não informado"
"558",558,"7/10/2022",2,558,"Jeans","Adidas","Women's Fashion",56,2.80168638864903,"Red","XL","ID601801801",257,"Arrependimento"
"559",559,"4/9/2022",6,559,"Shoes","Gucci","Women's Fashion",65,3.13583787255015,"Red","XL","ID602702702",NA,NA
"560",560,"5/31/2022",31,560,"Dress","Adidas","Women's Fashion",60,2.77943059160078,"Red","XL","ID603603603",2,"Arrependimento"
"561",561,"10/23/2022",65,561,"Shoes","Zara","Men's Fashion",31,2.24077833119378,"Yellow","M","ID604504504",NA,NA
"562",562,"12/26/2022",37,562,"T-shirt","Zara","Kids' Fashion",39,2.37698513641508,"Green","L","ID605405405",NA,NA
"563",563,"11/18/2022",44,563,"Shoes","Adidas","Men's Fashion",30,1.64748222895578,"Blue","XL","ID606306306",NA,NA
"564",564,"1/1/2022",70,564,"Shoes","Adidas","Kids' Fashion",77,3.12801731457304,"Blue","M","ID607207207",NA,NA
"565",565,"9/22/2022",13,565,"Sweater","Nike","Kids' Fashion",69,3.02870205847404,"White","L","ID608108108",NA,NA
"566",566,"10/23/2022",100,566,"Dress","Gucci","Kids' Fashion",58,2.75204395889412,"White","M","ID609009008",NA,NA
"567",567,"8/24/2022",27,567,"Dress","Zara","Kids' Fashion",45,2.30215111201402,"Black","M","ID609909909",64,"Não informado"
"568",568,"1/6/2022",61,568,"Sweater","Gucci","Kids' Fashion",32,2.00798001785273,"Red","L","ID610810810",NA,NA
"569",569,"11/23/2022",92,569,"Dress","Nike","Kids' Fashion",35,2.14321326456362,"Blue","XL","ID611711711",NA,NA
"570",570,"8/19/2022",4,570,"T-shirt","Adidas","Women's Fashion",49,2.64297425748863,"Black","S","ID612612612",117,"Não informado"
"571",571,"1/10/2022",23,571,"Jeans","Nike","Men's Fashion",40,2.37416657592375,"Red","M","ID613513513",NA,NA
"572",572,"8/18/2022",17,572,"Sweater","H&M","Men's Fashion",22,1.93702657766851,"Blue","S","ID614414414",NA,NA
"573",573,"8/30/2022",80,573,"Shoes","Zara","Kids' Fashion",46,2.07603139324304,"White",NA,"ID615315315",NA,NA
"574",574,"1/26/2022",9,574,"Jeans","Gucci","Women's Fashion",64,2.84696991804887,"Black","L","ID616216216",NA,NA
"575",575,"8/9/2022",99,575,"T-shirt","H&M","Kids' Fashion",53,2.61155828426831,"White","L","ID617117117",NA,NA
"576",576,"1/8/2022",76,576,"T-shirt","H&M","Women's Fashion",38,2.00696067375106,"White","S","ID618018017",NA,NA
"577",577,"11/22/2022",41,577,"T-shirt","H&M","Women's Fashion",72,3.04707890820019,"White","M","ID618918918",292,"Não informado"
"578",578,"5/11/2022",65,578,"Dress","Gucci","Women's Fashion",NA,2.94170170106251,"Green","L","ID619819819",NA,NA
"579",579,"11/13/2022",26,579,"Shoes","Gucci","Women's Fashion",34,2.02908093135776,"White","XL","ID620720720",NA,NA
"580",580,"10/24/2022",38,580,"Shoes","Adidas","Men's Fashion",61,2.71881034825917,"Green","S","ID621621621",NA,NA
"581",581,"10/26/2022",65,581,"Sweater","Zara","Men's Fashion",59,2.33168735893329,"Red","L","ID622522522",NA,NA
"582",582,"11/30/2022",24,582,"Dress","Zara","Men's Fashion",40,2.15712506756697,"White","M","ID623423423",310,"Arrependimento"
"583",583,"12/12/2022",96,583,"Dress","H&M","Kids' Fashion",14,1.43466855810599,"Green","L","ID624324324",NA,NA
"584",584,"3/20/2022",71,584,"T-shirt","Gucci","Women's Fashion",74,3.41797627406339,"Black","S","ID625225225",NA,NA
"585",585,"1/29/2022",6,585,"Jeans","Adidas","Women's Fashion",57,2.74106645023716,"Yellow","M","ID626126126",NA,NA
"586",586,"7/12/2022",38,586,"Sweater","Nike","Kids' Fashion",78,3.29884943155115,"Yellow","M","ID627027026",318,"Não informado"
"587",587,"11/14/2022",41,587,"T-shirt","Adidas","Women's Fashion",48,2.38994964640864,"Blue","XL","ID627927927",71,"Produto com defeito"
"588",588,"10/17/2022",46,588,"T-shirt","Gucci","Kids' Fashion",25,1.74365853940986,"White","S","ID628828828",NA,NA
"589",589,"12/28/2022",71,589,"T-shirt","Adidas","Women's Fashion",53,2.11169378278262,"Red","L","ID629729729",8,"Não informado"
"590",590,"1/23/2022",56,590,"T-shirt","Nike","Kids' Fashion",NA,2.72008337701029,"Green","L","ID630630630",347,"Arrependimento"
"591",591,"11/27/2022",61,591,"Jeans","Gucci","Women's Fashion",51,2.12781404929662,"White","M","ID631531531",261,"Produto com defeito"
"592",592,"10/23/2022",29,592,"Jeans","Nike","Kids' Fashion",33,2.15979779027915,NA,"M","ID632432432",188,"Arrependimento"
"593",593,"4/11/2022",97,593,"Sweater","H&M","Men's Fashion",69,2.68472254438402,"White","S","ID633333333",NA,NA
"594",594,"9/21/2022",97,594,"Sweater","Nike","Kids' Fashion",40,2.2814052969893,"Yellow","S","ID634234234",NA,NA
"595",595,"9/19/2022",53,595,"T-shirt","Gucci","Women's Fashion",43,2.30345403650458,"Blue","S","ID635135135",NA,NA
"596",596,"7/4/2022",9,596,"Dress","H&M","Women's Fashion",10,1.32960070503754,"Black","L","ID636036035",NA,NA
"597",597,"4/4/2022",95,597,"Jeans","H&M","Men's Fashion",44,2.49312640574933,"Blue","M","ID636936936",NA,NA
"598",598,"7/12/2022",79,598,"Shoes","Gucci","Women's Fashion",45,2.22687969352741,"Yellow","XL","ID637837837",112,"Produto com defeito"
"599",599,"6/10/2022",52,599,"T-shirt","H&M","Men's Fashion",20,1.74986704808009,"Green","S","ID638738738",NA,NA
"600",600,"9/9/2022",40,600,"T-shirt","Adidas","Men's Fashion",17,1.85747801116623,"Yellow","M","ID639639639",124,"Não informado"
"601",601,"1/18/2022",80,601,"Dress","Adidas","Women's Fashion",21,1.56282758176274,"White","L","ID640540540",14,"Produto com defeito"
"602",602,"10/28/2022",7,602,"Sweater","Zara","Women's Fashion",43,2.22865289321525,"White","L","ID641441441",NA,NA
"603",603,"5/8/2022",26,603,"Dress","Zara","Kids' Fashion",48,2.51338627179906,"Black","S","ID642342342",259,"Arrependimento"
"604",604,"1/25/2022",74,604,"T-shirt","Gucci","Men's Fashion",61,2.7672347068461,"Yellow","S","ID643243243",NA,NA
"605",605,"3/9/2022",92,605,"Jeans","Adidas","Women's Fashion",43,1.88072930359063,"Red","S","ID644144144",NA,NA
"606",606,"12/14/2022",35,606,"Dress","Nike","Women's Fashion",38,2.22328791590781,"White","S","ID645045044",NA,NA
"607",607,"12/29/2022",40,607,"T-shirt","Nike","Women's Fashion",47,2.74801033181813,"Yellow","S","ID645945945",50,"Produto com defeito"
"608",608,"10/16/2022",90,608,"T-shirt","H&M","Women's Fashion",74,2.92675907949243,"Blue","M","ID646846846",NA,NA
"609",609,"1/3/2022",89,609,"Sweater","Adidas","Kids' Fashion",52,1.87534361533543,"Red","S","ID647747747",NA,NA
"610",610,NA,85,610,"Shoes",NA,"Women's Fashion",49,2.76423733146828,"Green","M","ID648648648",NA,NA
"611",611,"9/21/2022",2,611,"Shoes","Gucci","Kids' Fashion",44,2.27883713224654,"White","L","ID649549549",260,"Não informado"
"612",612,"1/15/2022",28,612,"Shoes","Zara","Men's Fashion",59,2.66139276002449,"Blue","XL","ID650450450",316,"Arrependimento"
"613",613,"1/5/2022",80,613,"Jeans","Gucci","Women's Fashion",37,2.21876936262641,"Black","XL","ID651351351",NA,NA
"614",614,"10/10/2022",89,614,"Sweater","Gucci","Men's Fashion",73,3.21924184101875,"Green","L","ID652252252",91,"Não informado"
"615",615,"6/25/2022",44,615,"T-shirt","Nike","Kids' Fashion",53,2.72124485734277,"Red","L","ID653153153",NA,NA
"616",616,"1/17/2022",80,616,"Dress","Zara","Women's Fashion",67,NA,"Red","M","ID654054053",NA,NA
"617",617,"9/20/2022",19,617,"Jeans","Adidas","Kids' Fashion",61,2.7284754383661,"Black","XL","ID654954954",173,"Arrependimento"
"618",618,"11/26/2022",NA,618,"Shoes","Gucci","Kids' Fashion",62,2.83453294615874,"Green","L","ID655855855",NA,NA
"619",619,"11/26/2022",10,619,"T-shirt","Nike","Women's Fashion",68,3.0422840772546,"Blue","M","ID656756756",78,"Produto com defeito"
"620",620,"9/8/2022",68,620,"Sweater","Nike","Kids' Fashion",68,2.80204043529811,"White","XL","ID657657657",NA,NA
"621",621,"6/12/2022",17,621,"Shoes","H&M","Men's Fashion",46,2.11301232693151,"Yellow","S","ID658558558",NA,NA
"622",622,"1/10/2022",30,622,"T-shirt","Nike","Men's Fashion",74,3.2317631745776,"Red","XL","ID659459459",NA,NA
"623",623,"10/14/2022",67,623,"Shoes","Adidas","Kids' Fashion",69,3.23537506823716,"Green","L","ID660360360",150,"Produto com defeito"
"624",624,"3/11/2022",83,624,"T-shirt","Nike","Women's Fashion",54,2.4070856508843,"White","L","ID661261261",NA,NA
"625",625,"10/29/2022",75,625,"Shoes","Adidas","Kids' Fashion",23,1.92555125102575,"Black","L","ID662162162",NA,NA
"626",626,"5/30/2022",44,626,"Jeans","Adidas","Men's Fashion",33,2.31036773547475,"Yellow","S","ID663063062",NA,NA
"627",627,"1/26/2022",61,627,"T-shirt","Adidas","Men's Fashion",49,2.59106207075942,"Green","M","ID663963963",220,"Produto com defeito"
"628",628,"7/15/2022",93,628,"Sweater","Nike","Women's Fashion",54,2.49318917701928,"Red","S","ID664864864",NA,NA
"629",629,"8/11/2022",80,629,"Shoes","Gucci","Men's Fashion",47,2.21756600875912,"White","M","ID665765765",NA,NA
"630",630,"1/28/2022",74,630,"T-shirt","Nike","Women's Fashion",57,2.79481126616935,"White","XL","ID666666666",161,"Arrependimento"
"631",631,"2/25/2022",65,631,"T-shirt","Zara","Kids' Fashion",68,3.16771739137658,"White","S","ID667567567",NA,NA
"632",632,"12/16/2022",64,632,"Dress","Zara","Kids' Fashion",73,3.1334653533308,"Yellow","M","ID668468468",NA,NA
"633",633,"8/29/2022",73,633,"Dress","Nike","Women's Fashion",56,2.97759963948101,"Red","L","ID669369369",NA,NA
